3.302643000000000000e+06,1.610000000000000000e+02
2.582391000000000000e+06,2.430000000000000000e+02
2.080164000000000000e+06,1.272000000000000000e+03
3.020612000000000000e+06,1.530000000000000000e+02
1.493658000000000000e+06,1.510000000000000000e+02
2.597368000000000000e+06,2.000000000000000000e+02
2.070035000000000000e+06,1.492000000000000000e+03
3.172396000000000000e+06,1.670000000000000000e+02
4.744900000000000000e+04,1.520000000000000000e+02
1.514200000000000000e+06,1.520000000000000000e+02
2.773491000000000000e+06,1.640000000000000000e+02
2.749267000000000000e+06,1.640000000000000000e+02
4.533490000000000000e+05,1.930000000000000000e+02
3.158344000000000000e+06,1.580000000000000000e+02
1.731349000000000000e+06,1.660000000000000000e+02
3.248244000000000000e+06,1.620000000000000000e+02
2.826856000000000000e+06,1.840000000000000000e+02
1.794356000000000000e+06,1.630000000000000000e+02
3.187727000000000000e+06,1.490000000000000000e+02
2.786466000000000000e+06,1.740000000000000000e+02
2.817081000000000000e+06,2.040000000000000000e+02
3.005513000000000000e+06,1.600000000000000000e+02
3.290077000000000000e+06,1.520000000000000000e+02
1.231130000000000000e+05,1.970000000000000000e+02
2.571379000000000000e+06,2.150000000000000000e+02
3.045616000000000000e+06,1.490000000000000000e+02
2.741087000000000000e+06,2.090000000000000000e+02
1.736523000000000000e+06,1.730000000000000000e+02
1.378466000000000000e+06,1.500000000000000000e+02
2.310671000000000000e+06,1.560000000000000000e+02
1.738344000000000000e+06,1.740000000000000000e+02
2.775028000000000000e+06,1.810000000000000000e+02
2.515104000000000000e+06,4.060000000000000000e+02
3.792489000000000000e+06,1.550000000000000000e+02
3.049894000000000000e+06,1.640000000000000000e+02
3.507054000000000000e+06,1.350000000000000000e+03
1.727728000000000000e+06,1.900000000000000000e+02
3.738892000000000000e+06,3.810000000000000000e+02
1.680580000000000000e+05,1.500000000000000000e+02
2.588252000000000000e+06,2.390000000000000000e+02
3.704820000000000000e+05,1.570000000000000000e+02
1.905150000000000000e+05,1.850000000000000000e+02
2.057648000000000000e+06,6.780000000000000000e+02
1.526077000000000000e+06,1.700000000000000000e+02
2.575895000000000000e+06,2.220000000000000000e+02
1.963779000000000000e+06,1.850000000000000000e+02
1.062989000000000000e+06,1.500000000000000000e+02
1.743588000000000000e+06,1.710000000000000000e+02
3.008979000000000000e+06,1.750000000000000000e+02
2.740280000000000000e+05,1.800000000000000000e+02
